translated_text,class
"Katika mkutano wa Trump akiwa na maafisa wawili wa Urusi kwenye amri ya Rais Vladimir Putin, Trump anasemekana kuwa alijisifu juu ya kumfyatua Mkurugenzi wa FBI James Comey na kujivuna kwamba ilimpunguzia mkazo katika namna anavyoshughulika na Urusi.",0
Katika juma moja la Louisiana afisa wa polisi yuko katika maji moto baada ya video ya mwili kumuonesha akipigwa risasi na mshukiwa ambaye alikuwa na mikono yake hewani.,0
Mimi nafikiri nimewahi kuwa na wasiwasi kwa sababu ya kuwa na wasiwasi kuhusu mambo ya kawaida ya shule.,0
YEHINGTON (Routers) - Idara ya Serikali ya Marekani siku ya Alhamisi ilisema kwamba ilikuwa imeanza kutoa taarifa za Bunge na wengine kuhusu vikundi vilivyohusiana na akili na idara ya ulinzi kama inavyotakiwa chini ya sheria ya 2017 iliyobana vikwazo dhidi ya Urusi.,1
Wakati Donald Trump na wabunge wa nchi ya Republican waliiba habari kutoka kwa wanajeshi wa Urusi na kuzipitisha kwenye kampeni ya WikiLeak katika jaribio la kuathiri matokeo ya uchaguzi.,0
"Fox News with Sean Hannity anakabiliwa na mkao wa Twita baada ya Time kuita Donald kwa kudai kwamba gazeti lilimwita kuhusu Mtu wa Mwaka na kwamba alikataa toleo hilo. Gazeti la wakati lilimsahihisha Trump katika twiti, akiandika, Rais si sahihi kwa namna ya kumchagua Mtu wa Mwaka.",0
"Donald Trump alikuwa katika chumba kilichojaa waandishi wa habari wa Kiairishi wakati alipokuwa akitoa wito kwa mwandishi wao mpya wa kiairishi, wakati mwandishi wa habari wa Kiailandi Caitriona Perry alikuwa akionekana kuwa anajiangalia.",0
Baada ya kutoa maoni yasiyo na usawaziko kupitia mitandao ya kijamii na rafiki wa karibu Dan Scavino alikuwa na kile tu kinachoweza kusemwa kuwa ni mapumziko ya akili na sasa anatisha kuchapisha video ya kibinafsi aliyompa Trump (na inaonekana alikuwa amejibiwa na Kellyanne Conway.,0
YEHINGTON (Routers) - The top Democract on the Seneti Judiary Kamati ya Kutetea sera ya kigeni imeuliza Donald Trumps 2016 hati za kukutana na Warusi na mazungumzo kuhusu Urusi.,1
"Kwa kuwa serikali ya Marekani imetumia muda mwingi kulipa gharama za kazi yake ya kuajiriwa, wakati huo yeye hutumia pesa nyingi kulipa kiasi kikubwa cha fedha kwa ajili ya matumizi ya fedha.",0
"MYHINGTON (Wageni) - Nyumba ya Wawakilishi wa Jamhuri ya Kidemokrasia Nancy Pelosi alisema siku ya Jumatano kwamba kuunga mkono wahamiaji waliokatwa viungo vya uzazi walioletwa Marekani kama watoto, ambayo huitwa eti rherDreamers, Gorton ilikuwa hatua ya kwanza kuelekea mageuzi makubwa. NCCE mageuzi makubwa ya uhamiaji ni mradi wetu. Tunafikiri hii ni hatua ya kwanza nzuri, NABalosi iliambia sheria ambayo ingewalinda watu 800,000 hivi wakati mmoja baada ya DAC alisema kwamba baadaye wangefaulu kuleta mabadiliko makubwa ya uhamiaji, lakini sasa angeweza kubadili upya hatua zote za uhamiaji. Alitumaini kwamba yeye angeweza kufanya marekebisho yote hayo, lakini sasa angeweza kufanya marekebisho makubwa ya kusaidia katika hatua ya kwanza ya uhamiaji.",1
"Donald Trump alipiga kura katika timu ya Mwaka Mpya kwa kuwa tayari alikuwa anafanya faida kutoka kwenye ofisi ya umma ya urais, na bado hajarudi kwa zaidi ya majuma mawili mpaka anapoapa rasmi kwenye ofisi. Trump alitoa fedha kwa ajili ya tukio la Mkesha wa Mkesha wa kike wa New Eve usiku kupitia chama chake cha Florida/hotel, ambaye pia ni kama kadhi yake ya kawaida ya kutokuwa na mrengo wa amani.",0
"Democrates anachukua hatua ya kumzuia Donald Trump asigundue hati zinazohusiana na uchunguzi wake na Urusi ili kuiba nyaraka za urais. Akishafuatia afisa wa FBI James Comey, washiriki wa ngazi ya juu wa Kamati ya Jundiary sasa anatuma barua kwa Idara ya Sheria akisihi kwamba FBI ibaki na hati zote za uchunguzi na kutozishiriki na utawala wa Trump.",0
"Si kutilia chumvi kusema kwamba Donald Trump ana tatizo la Utu. Ana sifa nzuri sana ya kumuainisha kama: Sory, si kwa uzuri kila namna ya tabia. Basi, Trump alitwiti kwamba alishinda mjadala wa rais wa mwisho, ambapo Hillary Clinton kwa wazi alipangusa sakafu kwa kuharibu nywele zake, hii ni dalili ya kupumbaza akili yake tu.",0
Kila mmoja anaheshimiwa na Donald Trump kuwa mbaguzi wa wazi wa rangi pamoja na mashambulizi yake dhidi ya wanariadha weusi ambao wanatumia jukwaa lao kung'aa juu ya tatizo la ubaguzi wa rangi nchini Marekani.,0
NEW YORK (Wasimamizi wa hoteli) - Hakimu wa serikali katika New York alitoa maoni ya kutilia shaka siku ya Jumatano kama vikundi na watu binafsi wangeweza kuendelea na mashtaka dhidi ya Rais Donald Trump akidai kwamba alikiuka Katiba ya Marekani kwa kukubali malipo ya kigeni kupitia kwenye hoteli zake na katika shughuli nyingine za kibiashara.,1
"Baada ya muda usio mrefu, wakati mmoja, wakati huo, wakati huo ndipo alipokuwa akitoa hoja zake kwenye kituo cha mawasiliano, na wakati huo yeye ndiye aliyekuwa na mashaka kuhusu maisha ya rais.",0
"MNAMO Jumanne, wakati wa mapumziko ya masomo ya wanafunzi wa shule ya sekondari, wakati wa masomo ya wanafunzi wa Chuo Kikuu cha Setowns alikuwa akitoa hotuba za wanafunzi wenye msimamo mkali.",1
Keith Olbermann hakuondoa maneno hayo. Mwisho wa Usalama wa Kijamii uko karibu na Donald Trump.,0
"KATIKA siku ya Alhamisi, Rais wa China Xi Jinpling alisema kwamba China itakuwa wazi zaidi na yenye uwazi zaidi kwa makampuni ya kigeni, ikiwa ni pamoja na yale ya Marekani. Makampuni ya Marekani yanakaribishwa pia kushiriki katika miradi ya China Bradis Belt na Road, Xi aliwaeleza ujumbe mfupi huko Beijing baada ya mazungumzo na Rais wa Marekani Donald Trump. China inakaribisha kwa watu wote ulimwenguni, alisema.",1
"Mke wa msbetbully alizungumza leo kuhusu kile ambacho angechukua kama Bibi wa Kwanza ikiwa mume wake atachaguliwa. Melania Trump anataka kutumia Intaneti kwa sababu utamaduni wetu umekuwa mbaya sana na mgumu sana, alisema.",0
"Kama ambavyo sote tunajua, kuna watoto wengi nchini Marekani ambao hawawezi kugharimia chakula cha mchana.",0
Donald Trump alitia sahihi amri ya serikali siku ya Ijumaa ambayo iliweka marufuku marufuku ya Waislamu amekuwa akitoa ahadi kwa miezi kadhaa.,0
"Siku ya Jumamosi, mtu tunayewajibika kumwita Rais Trump alijibu kwa mheshimiwa wa Jimbo Stephen Curry sc kukataa kukubali mwaliko wa Nyumba Nyeupe kwa kufanya huduma za intaneti kama vile kupaza sauti ya hovyo FAINE, HUWE SINA NA UKWY.",0
"Akiongea kwenye mkutano wa waandishi wa habari pamoja na Waziri Mkuu wa Italia Paolo Gentiloni katika Sochi, Urusi, Vladimir Putin amedai kwamba ana nakala ya Donald Trump s anayekutana na Waziri wa Nchi za Kigeni Sergey Lavrov. Zaidi ya hayo, Putin alisema kwamba angekuwa tayari kutoa nakala kwa Bunge la Marekani.",0
"Donald Trump mkuu atalipuka anapoona haya.Back katika Septemba wakati kampeni ya mwaka 2016 ilipokuwa ikipamba moto, Trump alidai kwamba wahamiaji walioachiliwa waligharimu Marekani mamia ya mabilioni ya dola na kulalamika kwamba ni asilimia 5 tu ya watu waliostaafu ndio wanaolipa kodi.",0
NYHINGTON (Wawakilishi) - Nyumba ya Wawakilishi Paul Ryan alisema vizuri juu ya hesabu ya serikali ya upigaji kura uliokuwa ukija kabla ya nyumba siku ya Alhamisi alasiri ambayo ina lengo la kuifunga serikali wiki hii.,1
"ASUBUNI ya Ijumaa, Alhamisi ilipitisha msaada wa serikali kupitia Dec. 22. Kwa kura ya 235193, Bunge la Wawakilishi lilipitisha muswada huo kwa haraka na kuutuma kwa Baraza la Seneti, ambalo liliuidhinisha mwaka 81-14, likiutuma kwa Rais Donald Trump kwa ajili ya kutia sahihi sheria. Wakati Jumamosi kufungwa kwa mashirika ya serikali kulizuiwa, Bunge la Trump italazimika kufanya kazi ng'ambo ya serikali.",1
"Wakati huo, Bunge lilipiga kura kwa amri ya Affordable Care katika kipindi cha katikati cha usiku bila kuchukua nafasi yoyote na Donald Trump anasherehekea. Mamilioni ya Wamarekani waliamka asubuhi ili kugundua kwamba wa Republicans walipiga kura ili kuondoa huduma zao za afya.",0
"Wakati wa mkutano wa waandishi wa habari wa hivi karibuni zaidi siku ya Jumatano, alitaja kwamba Wamarekani milioni 96 sasa wanatafuta kazi na hawawezi kupata chochote.",0
"Pamoja na kutokuwa na wakati wa kuhudhuria mikutano ya vyombo vya habari, Rais - mteule Donald Trump ana wakati wa kutosha wa kutoa shukrani zako za ajabu kwa ajili ya ushindi wake (ambao kwa kweli ulikuwa hasara ya mamilioni ya kura maarufu za Hillary Clinton na) usiku uliopita, Trump ameshikilia moja ya mikutano yake huko Pennsylvania, ambapo yeye alikuwa akishuhudia wakati wa kampeni yake ya urais.",0
Vita vya wenyewe kwa wenyewe vya Jamhuri vinapamba moto wakati wanachama wa chama hicho wameanza kampeni ya kuzuia rais wao wenyewe asiharibu nchi.,0
"Siku ya Alhamisi, Hillary Clinton alinyang'anya Donald Trump na utawala wake mkubwa kwa upande usiofaa wa historia na kukataa kutetea haki za LGT na wakati alipokuwa katika kipindi hicho, yeye alionyesha wahafidhina kile walichokosa kwa kuruhusu uhalisi wa televisheni kuingia katika nyumba ya White House. Hata hivyo, wakati alipokuwa akishikilia msimamo mkali kwa ajili ya shirika la umma la LGT, Clinton alipata tuzo na kutoa hotuba aliyoishukuru kwa ajili ya wasikilizaji wake.",0
"Akitoa maoni yake kwa miaka 40 ya sera za Republican imethibitisha kwamba wao huwapiga kura watu waliopiga kura. Akipiga kura mara ya kwanza wakati wa uchaguzi, yeye huwajibu watu wa kawaida.",0
"Akiwa na hasira ya kutosha, Waziri wa Habari wa Marekani Seven Spicer kwa juma moja, yeye pia hajapata fursa ya kujichukulia mambo vibaya.",0
"Katika siku ya Jumanne, Trump alijiaibisha alipokuwa akisema kwenye chumba cha wafanyakazi wa ujenzi katika miaka ya Kaskazini ya ufundi wa kujenga Muungano wa Kitaifa wa Sheria katika Washington, D.C. alipodai kwamba kila mtu aliyekuwapo alimpigia kura kwa ajili yake. Kama ungetazama Demokrasi sasa hasira, hasira na chuki na kwamba walijaribu tena kuonyesha ni wapi watu hao wote walikuja kupiga kura kwa Donald Trump? Donald alisema kabla ya ushujaa wake kupanda Ovalo.",0
"Taarifa zifuatazo zilitumwa kwenye akaunti za Twita zilizothibitishwa za Rais wa Marekani Donald Trump, @DeadePonaldTrump na @POTO. Maoni yaliyotolewa ni yake. Shirika la Reuters halijarekebisha taarifa au kuthibitisha usahihi wao. @eaDonaldTrump : - Ule utaratibu wa kibali cha kodi Cut & kodi kodi kodi katika historia ya nchi yetu utaanza hivi karibuni.",1
"YEHINGTON (Wasimamizi wa Serikali) - Bunge la Marekani lilipiga kura siku ya Jumatatu ili kuunga mkono Idara ya Uchukuzi ya juu na kuandaa mapendekezo mengine, baada ya wa-Kampuni ya Republicist kuwa na hatia ya kuzuia baadhi ya makosa ili kuomba msaada wa mradi wa kijeshi.",1
"Siku ya Alhamisi, Donald Trump alivunjwa moyo baada ya mahakama ya rufani kukataa kabisa Donald Trump kupiga marufuku kifo. Utawala wa Trump umepoteza kiasi kikubwa na walihitaji kuamua tena kile ambacho kingefuata, mchanganuzi wa mambo ya kisheria wa CNN Jeffrey Toobin alisema kufuatia hatua za mahakama ya 3-0 za kukataa katakata utawala wa Trump.",0
"Donald Trump anapenda wanawake warembo. Tunajua kwamba kwa sababu alikuwa ametuambia mara nyingi, kwa hakika, yeye wakati mmoja aliwaita wanawake wenye hasira, hasa ikiwa ni wao 17 au 18. Salma Hayk ni mrembo bila shaka. Si ajabu Trump alijaribu kumwuliza.",0
"Donald Constantel circle dispone dispones not abter jom speatly circle internam sciones: Si kwamba tu kwa upande mmoja wa chama cha habari cha White House Katibu wa Habari Seven Spicer, lakini hata Trump ssen ni mwenye furaha sana. Na kama kuna kikundi kimoja cha watu kinachopaswa kutaka kuvunja sheria kwa kuwa, kwa kweli Robert Muller anapaswa kusema kwamba yeye anapaswa kusema kuwa yeye ndiye mwenye mamlaka katika chama cha sheria.",0
"Wakati Donald Trump anapenda kwenda huku na huku akisema kuwa, yeye ataweka Amerika kwanza tu, maneno mengine ya ulimwengu yana maoni yake mwenyewe juu ya hilo. Moja ya mataifa kusema kwa ujasiri dhidi ya Trump tu na kwa heshima yake kumteua kwa kutumia maneno yake mwenyewe au badala yake, maneno ambayo yeye anajulikana sana kutumia kwa namna yake ya usemi.",0
"MYHINGTON (Wasimamizi) - Hakimu wa Wilaya wa Marekani aliamuru Shauri la Pekee Robert Mueller mnamo Jumanne ili kubadili uthibitisho wowote ambao ungeweza kuwa wa habari kwa ajili ya wakati ambapo Rais Donald Trump Espentets aliyekuwa mshauri wa usalama wa taifa, Michael Flynn. Flynn alimsihi mwenye hatia mapema mwezi huu adanganye Shirika la Upelelezi wakati wa mahojiano yake katika Mueller Wangleners anapekua katika uchaguzi wa mwaka 2016 na kama kampeni ya kijeshi ya Urusi ilikubaliana na uamuzi wa Munell. Yeye amekataa kutoa ushahidi kwamba serikali ya Marekani na serikali imekataa kutoa adhabu dhidi ya kesi yake, na serikali ya uhuru wa mahakama ya kijeshi, na serikali ya kijeshi.",1
"Katika miaka ya hivi iliyopita, mtaalamu wa masuala ya afya, Tom Westman alimpigia kura Donald Trump, lakini anasema kwamba huenda rais huyo asipunguze mabilioni ya dola katika kampuni za bima za Obama.",1
DAMPINGTON (Routers) - Pambano juu ya ni nani anayepaswa kusimamia Shirika la Ulinzi wa Fedha la Marekani (CFPB) katika miezi ijayo lilipangwa kwa ajili ya mahakama wakati Obama-era haverversions akitaka kuendelea kusimamia kesi yenye nguvu.,1
"YEHINGTON (Wachunguzi) - Democrates katika U.S. House of Prisoners iliunga mkono shauri la kipekee la Robert Mueller siku ya Alhamisi, baada ya majaribio ya hivi majuzi ya magazeti ya habari ya kumharibia sifa yeye na mchunguzi wake wa Urusi katika uchaguzi wa rais wa 2016. Katika barua aliyoituma kwenye Idara ya Sheria Robert Rod Rosenstein, 173 Demokrans katika nyumba yao walisema kwamba walimuunga mkono Muellsenindendendendendendenden, na Rosen Mus. Katika uamuzi wa mahakama ya chini ya Jamhuri ya Marekani na Patledese.",1
"Kufikia sasa, ungekuwa unajiri sana kwa Rais Trump stude ya kwanza kwa Baraza Kuu la Umoja wa Mataifa, hotuba ambayo CNN mheshimiwa wa Ikulu ya Marekani Jim Acosta aliitaja kama twiti nyingi za Trump kwa pamoja. Trump hajapata kamwe kuwa na haya katika kuchambua Umoja wa Mataifa, lakini sasa pia anahitaji msaada wake na katika hotuba yake ya dharura ya kijeshi Jim Acosta, ambayo ilidaiwa ilikuwa imeandikwa na Stephen Miller, Rais alitenda kama uchokozi wa shule, akitaja kwamba Kim Un Rocket na kuharibu kabisa serikali ya Marekani, na katika nyakati za kis.",0
"Nimejaribu kukabiliana na ubaguzi wa rangi, lakini mimi sikubaliani na watu wa kawaida. Yeye hajajibu kuwa, hata hivyo, hata hivyo, yeye anataka kuungwa mkono na watu kama hao, yeye mwenyewe amekataa kusema kwamba kuna ukweli wa kwamba kuna kampeni ya kuwalenga watu hao.",0
"Mtu yeyote mwenye moyo anajua kwamba Donald Trump mshambulio wa wazi wa Missal Alicia Machado ni wa hali ya chini. Trump alijiita Bithy, na kumtaja mara baada ya kifo chake, akinukuu, tatizo halisi.",0
"YEHINGTON (Wakaguzi wa Sheria) - Kama Rais Donald Trump aweka hoja ya juu ya serikali ya Marekani ya upelelezi, kujibu mashambulizi ya Jamhuri juu ya Mshauri maalum Robert Mueller, alisema siku ya Jumatano kwamba kama Rais Donald Trump moto wa vyombo vya habari, basi yeye pia ana uwezo wa kusababisha mgogoro wa kikatiba. Katika miaka ya mwisho ya utawala wa chama cha P.",1
"Rep. Adam Schiff, mtaalamu wa mambo ya siri katika Halmashauri ya Ujasusi ya Nyumba, alithubutu kutoa ushahidi mara moja na Sally Yates.",0
"Katika miaka ya Januari, serikali ya Marekani inatawala kwa niaba ya ACLU na Wairaki wawili ambao wamekwama kwenye Uwanja wa Ndege wa Kimataifa wa New York.",0
"MYHINGTON (Watangazaji) - Mkuu wa Nyumba ya Wawakilishi wa Marekani mnamo Jumanne alisema kwamba angesukuma kupunguza kodi kwa watu mmoja - mmoja kwa muda mrefu zaidi wakati Bunge na Bunge linapopatanisha matoleo yao mawili ya kodi ya jumla juu ya kodi. Nyumba na Kamati ya Haki za Uwakilishi Kevin Brady, akizungumza na waandishi wa habari, alisema pia alikuwa na wasiwasi kuhusu muswada wa kodi ya Bunge la Marekani na kurudisha kodi ya chini ya shirika hilo.",1
"Watu wa ukoo wa aliyekuwa mshauri wa usalama wa taifa hapo awali Michael Flynn hivi sasa wameanzisha hazina ya kusaidia kulipia ulinzi wake wa kisheria dhidi ya serikali na uchunguzi wa kishirika ili kufanya uchunguzi kati ya Donald Trumps rais na Urusi. Hazina hiyo ilianzishwa na Flynntimizas Joe na dada Barbara Redgate, ambaye alisema katika taarifa ya gharama kubwa ya ada ya sheria kwamba ndugu yake wa Urusi na ndugu yake wa familia yake wa kawaida, na pia yeye alikuwa akitoa msaada wa kifedha kwa ajili ya serikali yake.",1
White supmacists amejasirishwa na Donald Trump tangu wakati ambapo alikuja chini mtoaji wa habari katika Trump Tower na kutangaza madai yake kwa ajili ya Ikulu yote wahamiaji wa asili ya Mexico wabakaji na wahalifu.,0
NYHINGTON (Wasimamizi wa afya wa Obama) - Mwenyekiti wa Bunge la Mwakilishi wa serikali ya Serikali ya Uwakilishi wa kodi.[1] Siku ya Jumatano alitabiri kuwa kutakuwa na utegemezo mkubwa kwa ajili ya kuondolea mbali amri ya Obama binafsi ya utunzaji wa afya wakati ambapo Wajadiliji wa nyumba-Senite wanatofautiana katika mipango yao ya marekebisho ya kodi.,1
"Mamlaka ya kijeshi ya Trump ilikuwa ni kuwaonyesha wafuasi wa Democrates kitu au wawili kwa kusalimu amri ya Pittsburgh, sio Paris hadhara ambao unafanyika kwenye bustani moja kutoka White House. Wakati huo, kwenye miji ng'ambo ya U.S., maelfu walikusanyika katika Machi kwa ajili ya Ukweli .",0
"MYHINGTON (Watangazaji) - Rais wa Marekani Donald Trump alisema siku ya Jumatano angetangaza juma lijalo kuwa na hali ya hatari ya kitaifa katika matumizi mabaya ya dawa za kulevya, hatua ambayo inaweza kutoa serikali fedha za serikali kupambana na tatizo la dawa za kulevya. Marekani inapigana na ongezeko kubwa la vifo vya watu wenye ukoo, ikiwa ni pamoja na watu 33,000 walipoteza maisha mwaka 2015, zaidi ya rekodi, kwa mujibu wa takwimu za serikali.[5]",1
"Kwa kweli, mnamo Februari, Wherd Magazine lilikuwa na picha ya Stephen K. Bannon, Trump streengist, juu yalo badala ya uso wa Trump mwenyewe. Bila shaka, Trump anaruhusu mtu mmoja kuwa makini kwa mtu mwingine yeyote.",0
"Donald Trump mashambulizi dhidi ya vyombo vya habari yanaendelea kuwa mabaya zaidi, na vyombo vya habari vinasonga nyuma. Kupitia Jumatatu, Chuck Todd wa NBC Seven The Pressumad Trump kwa ajili ya twiti zake za hivi karibuni na maoni yake dhidi ya vyombo vya habari vya bandia, na ilikuwa ni kile hasa ambacho nchi ingehitaji kusikia.",0
Bill Maher haogopeshwi na Donald Trump.,0
"Donald Trump sasa anasema kwamba anajua zaidi kuhusu matumizi ya kompyuta kuliko wataalamu wa CIA na mashirika mengine ya akili. Wakati wa mahojiano ya New York Times kabla ya mwaka Mpya, yeye hana uhakika wa kwamba alikuwa na akili nyingi kuliko wale wengine.",0
NEW YORK (Wasimamizi wa serikali) - Kampuni ya Texas inayoshughulika na uuzaji wa bidhaa ingeendelea na shughuli za kibiashara. Kampuni moja ya teknolojia inazidi kufanya kazi katika nchi za nje. Na benki ya jimbo hilo ingetumia kiasi kikubwa cha pesa kwa ajili ya makampuni ya serikali.,1
"Daktari wa Marekani, Seneta Rand Pauls arudi Washington, huenda akakawia baada ya kupatwa na mbavu tano wakati wa shambulio la nyumbani kwake Kentucky, vyombo vya habari viliripoti Jumapili, vikitaja mshauri mkuu kwa mweka sheria wa Republican. Paul mbingunin alikuwa akitoa taarifa kwamba yeye ndiye aliyekuwa na hatia kwa ajili ya matatizo ya maisha yake.",1
"MYHINGTON (Watangazaji wa taifa) - Rais wa U.S. Donald Trumps akichambua wachezaji wa chama cha National FFL. Niliaibika kwa kile kilichokuwa kikifanyika wakati wa maandamano kwa sababu kwangu, huo ulikuwa wakati muhimu sana, yaani,fobi Trump, na kuongeza baadaye, na nina wakati mwingi sana wa kufanya kazi.",1
"DOHINGTON (Routers) - Mke wa chama cha Seneti cha Republican U.S. Roy Moore wa Alabama alisema siku ya Ijumaa mume wake hangemaliza kampeni yake baada ya madai mabaya ya ngono, akitupilia mbali ripoti zake za wakati uliopita kuelekea wanawake fulani kama ni mashambulizi ya kisiasa.",1
"Wakati huo yeye ndiye aliyeamua kulipa kodi kwa muda mrefu. Akiwa na umri wa miaka miwili, yeye ndiye aliyekuwa akijitolea kulipa kodi.",0
"Imeonekana wazi kabisa kwamba hakuna mtu awezaye kudai kuwa ni kama Sen Hannity anafahamu kile anachokizungumzia, hasa kwenye mtandao wa Twita. Usiku usiku huo, alipata mazungumzo makali pamoja na mwandishi asiyependelea mabadiliko na mwandishi Ben Shapiro juu ya picha ya ghafula ya Trump kama vile Julius Caesar, kwa sababu katika miaka ya Shakespeare, Julius Caesar anauawa.Hanity alionekana kufurahia kuimba nyimbo za chuki, baada ya Trump-muunga mkono kwa haraka katika jukwaa la mchezo, na Shapian aliliita tena unafiki wake.",0
MYUGUGTON (Wasimamizi) - Demokrate Al Franken alikabili msongo mkubwa kutoka kwa wanachama wake mwenyewe Jumatano ili kujiuzulu kutoka Marekani kwa mashtaka ya mwenendo mbaya. Baada ya kutoa taarifa ya Franken Radison alikuwa akijiuzulu siku ya Alhamisi. Franken mbinguni alisema katika barua pepe kwamba hakuna uamuzi wa mwisho uliofanywa na kwamba Seneta alikuwa bado anazungumzia suala hilo pamoja na familia yake.,1
"Kwa hiyo, kulingana na maoni ya korti, ni lazima utayarishe kwa ajili ya vyombo vya habari. Nawe unajua jinsi ambavyo umekuwa ukisherehekea kwa ushindi taarifa za Gateway Pundit (eneo lilelile ambalo lilitengeneza hadithi bandia kuhusu Michael Brown slactider Wilson speliot) na baadhi ya waandishi wa habari wa propaganda ambao wakati huo waliifanya kuwa ni sawa na ile ya serikali ya Urusi.",0
Donald Trump anapaswa kuwaadhibu maskini huku akijitajirisha mwenyewe. Tatizo zima la Trump kudumisha biashara zake mbalimbali katika familia yake ni kwamba anaweza kutumia urais kutegemeza sera zinazomsaidia yeye na familia yake kifedha. Na kusahau jambo lolote ambalo lingemdhuru yeye mwenyewe.,0
"JOHINGTON (Wasimamizi wa ndege) - Katibu wa Afya na Huduma za Jamii wa Marekani Tom Price aliahidi siku ya Alhamisi kulipa gharama ya karibu dola 52,000 za viti vyake katika safari za kibinafsi za ndege, kama vile maofisa wa serikali ya Trump walifanya uchunguzi mkali kutoka kwa Bunge la Marekani.",1
"Leo, kulikuwa na mamia ya maandamano ya kuonyesha mshikamano na Charlottesville, Virginia, ambapo takwimu za kupinga msimamo wa watu zilipunguzwa na raia weupe. Kama ilivyo kawaida, watu hupiga picha na kuzituma kwenye vyombo vya habari vya kijamii, na baadhi yao wanajikuta wakiombwa ruhusa ya kutumia picha za habari.",0
"YEHINGTON (Wasimamizi wa Serikali) - Kamati ya Kutetea Sheria ya Marekani iliunga mkono hatua mpya zilizolenga benki za Kichina ambazo hufanya biashara na Korea Kaskazini siku ya Jumanne, kabla tu ya Rais Donald Trump kutembelea Beijing kwa mara ya kwanza tangu alipokuwa akichukua madaraka. Kama ilivyotia nguvu vikwazo vya sasa na usimamizi wa vyama vya bunge, kwa sehemu kubwa ya serikali ya China ya Korea, na kwa ajili ya kuandaa huduma kwa wale waliokuwa chini ya vikwazo vya Korea Kaskazini.",1
"Katika ukurasa wake wa Twita, Trump Roger Stone anatoa maoni yake kwenye mtandao wa twita, lakini alifaulu kwenda mbali sana hata kwa jukwaa linaloonekana kupiga marufuku watu wengi zaidi kwa kukemea maneno ya chuki kuliko kitu kingine chochote. Baada ya kutangazwa kwamba angalau mtu mmoja alikuwa ameshtakiwa na baraza kubwa la mahakama nchini Urusi, Stone aliwaripoti waandishi wa habari hasa CNN s Don Lemon.",0
"KAMS, Texas (Wakaguzi wa Sheria) - Kama vile Democrates anavyojaribu kushinda uongozi wa Bunge la Marekani katika mwaka ujao, yeye huwa na shaka kwamba yeye ndiye aliyekuwa na msimamo mkali wa kupinga uchaguzi.",1
"Kwa upande mwingine inaonekana kwamba kwa kuwa yeye ni mdahasibu mara nyingi Tomi Lahren amekuwa akichambua kazi - maisha yoyote na kila hatua ya demokrasia, wakati alipokuwa aking'ang'ana kwa mafanikio kukomesha hoja na usimamizi wa kuja kama mhasibu katika kipindi cha siku za Jumamosi, wakati huo ambapo alikuwa na nafasi ya kufanya mahojiano ya miaka 24.",0
"MOSCOW (Ruters) - Russia ilisema siku ya Alhamisi ingejibu uamuzi uliofanywa na Twita Inc ili kupiga marufuku taarifa kutoka vyombo vya habari vya Urusi Today (RT) na Sutnik, ikisema hatua iliyovunja sheria za kimataifa na za ndani kwa uhuru wa kujieleza, shirika la habari la RIA liliripoti. RIA ilitaja Wizara ya Mambo ya Nje ya Urusi kuwa ni kusema uamuzi mwingine mgumu uliolenga kuzuia kazi ya vyombo vya habari vya Urusi nchini Marekani na matokeo ya msongo wa vyombo vya habari vya Marekani.",1
"Rais Obama alikuwa na maneno makali kwa watunga sheria waliopiga kura ya kupindua kura yake ya urais kupitia muswada ambao utaruhusu wahanga wa magaidi washtaki mataifa ya kigeni. Sheria dhidi ya Wavunjaji Sheria (JASTA) bado itaruhusu familia za watu 9/11 kuishtaki Saudi Arabia, nchi ambayo ilikuwa na magaidi wengi waliipitisha bungeni kwa kura, lakini siku ya Ijumaa, Obama alitumia kalamu kupiga sheria. Hata hivyo, Ronda Rona, 97 alifutilia mbali rais 97 wa Bunge la Marekani na kutoa maoni yake.",0
"Ingawa wengi wameshangazwa na kukasirishwa na uamuzi wa Donald Trump wa kushambulia Syria (bila kibali cha Bunge), maelezo ya ndani ya kile kilichoendeshwa na Trump kufanya uamuzi huo ni mbaya hata zaidi. Maofisa wa Ikulu ya Marekani wamekiri kwamba shambulio hili dhidi ya Syria lilikuwa kama njia ya utangazaji kwa Trump, ili kutosheleza hasira yake kwa maafisa wa serikali, makombora yasiyotarajiwa (ambayo sasa yameshindwa) ni sehemu ya mbinu pana au kubwa ya kung'oa Assad, na inaonekana kwamba serikali yake haina maana yoyote.",0
"Donald Trump aliamka mapema kama kawaida kupachika ng'ombe - dume kwenye mtandao wa Twita, na alipatwa na matukio ya upuuzi. Leo, Igom Day BENGINS! Donald (@DeadeldTrumppppppp) Januari 20, 2017",0
"Waziri Mkuu wa Kanada Justin Trudeau ana maoni kama ya wengine ulimwenguni, kama vile hasira ambayo Donald anakalia urais wa Marekani katika miezi sita iliyopita. Yeye pia huenda akawa na maoni yenye kuchukiza ya kazi ambayo Trump anafanya, si kutaja ushenzi wake wa maneno, mawazo yake ya uongo na hila, na yote yanayomsimamia katika ofisi yake.",0
